Date,Vegetable,Price,Location,Farmer
2023-02-18,Onion,33.13,Velachery,Farmer I
2023-02-18,Carrot,27.02,Chromepet,Farmer F
2023-02-18,Cabbage,22.56,Anna Nagar,Farmer D
2023-02-18,Spinach,6.26,Tambaram,Farmer D
2023-02-18,Cauliflower,24.16,Anna Nagar,Farmer A
2023-02-18,Broccoli,39.63,Chromepet,Farmer H
2023-02-18,Eggplant,23.42,Velachery,Farmer C
2023-02-18,Capsicum,37.85,Adyar,Farmer G
2023-02-19,Tomato,21.31,Kodambakkam,Farmer J
2023-02-19,Potato,19.59,Guindy,Farmer C
2023-02-19,Onion,30.41,T. Nagar,Farmer B
2023-02-19,Carrot,25.76,Chromepet,Farmer H
2023-02-19,Cabbage,22.46,Kodambakkam,Farmer F
2023-02-19,Spinach,6.83,Velachery,Farmer I
2023-02-19,Cauliflower,17.33,Thiruvanmiyur,Farmer E
2023-02-19,Broccoli,30.87,Thiruvanmiyur,Farmer D
2023-02-19,Eggplant,23.56,Adyar,Farmer D
2023-02-19,Capsicum,36.4,T. Nagar,Farmer D
2023-02-20,Tomato,17.05,Adyar,Farmer D
2023-02-20,Potato,18.33,T. Nagar,Farmer E
2023-02-20,Onion,28.18,Guindy,Farmer H
2023-02-20,Carrot,21.37,Velachery,Farmer E
2023-02-20,Cabbage,18.07,Guindy,Farmer H
2023-02-20,Spinach,6.5,Adyar,Farmer D
2023-02-20,Cauliflower,24.13,Adyar,Farmer B
2023-02-20,Broccoli,38.04,Tambaram,Farmer G
2023-02-20,Eggplant,31.79,Guindy,Farmer C
2023-02-20,Capsicum,42.78,T. Nagar,Farmer A
2023-02-21,Tomato,20.67,Tambaram,Farmer H
2023-02-21,Potato,12.32,Velachery,Farmer J
2023-02-21,Onion,30.51,Guindy,Farmer G
2023-02-21,Carrot,29.3,Adyar,Farmer C
2023-02-21,Cabbage,14.79,Kodambakkam,Farmer G
2023-02-21,Spinach,8.45,Guindy,Farmer H
2023-02-21,Cauliflower,26.52,Thiruvanmiyur,Farmer B
2023-02-21,Broccoli,34.29,Adyar,Farmer H
2023-02-21,Eggplant,25.64,T. Nagar,Farmer A
2023-02-21,Capsicum,38.89,Anna Nagar,Farmer E
2023-02-22,Tomato,19.37,Potheri,Farmer I
2023-02-22,Potato,13.56,Anna Nagar,Farmer G
2023-02-22,Onion,33.05,Chromepet,Farmer C
2023-02-22,Carrot,27.49,Thiruvanmiyur,Farmer C
2023-02-22,Cabbage,21.74,Guindy,Farmer D
2023-02-22,Spinach,11.36,Thiruvanmiyur,Farmer D
2023-02-22,Cauliflower,24.03,Velachery,Farmer H
2023-02-22,Broccoli,37.85,T. Nagar,Farmer A
2023-02-22,Eggplant,27.03,Chromepet,Farmer A
2023-02-22,Capsicum,43.14,Adyar,Farmer A
2023-02-23,Tomato,20.42,Adyar,Farmer A
2023-02-23,Potato,17.17,Potheri,Farmer F
2023-02-23,Onion,32.16,Chromepet,Farmer J
2023-02-23,Carrot,24.32,Chromepet,Farmer H
2023-02-23,Cabbage,19.55,Guindy,Farmer G
2023-02-23,Spinach,10.62,Thiruvanmiyur,Farmer B
2023-02-23,Cauliflower,26.26,T. Nagar,Farmer B
2023-02-23,Broccoli,36.41,Potheri,Farmer D
2023-02-23,Eggplant,31.05,Potheri,Farmer F
2023-02-23,Capsicum,35.43,Anna Nagar,Farmer E
2023-02-24,Tomato,21.16,Anna Nagar,Farmer E
2023-02-24,Potato,15.31,Tambaram,Farmer A
2023-02-24,Onion,27.15,Anna Nagar,Farmer E
2023-02-24,Carrot,20.17,Guindy,Farmer E
2023-02-24,Cabbage,16.57,Velachery,Farmer H
2023-02-24,Spinach,5.16,Chromepet,Farmer I
2023-02-24,Cauliflower,23.62,Chromepet,Farmer B
2023-02-24,Broccoli,31.1,Velachery,Farmer I
2023-02-24,Eggplant,28.21,Guindy,Farmer G
2023-02-24,Capsicum,37.97,Guindy,Farmer G
2023-02-25,Tomato,18.42,Adyar,Farmer B
2023-02-25,Potato,13.67,Anna Nagar,Farmer H
2023-02-25,Onion,33.02,Thiruvanmiyur,Farmer F
2023-02-25,Carrot,21.95,Chromepet,Farmer D
2023-02-25,Cabbage,20.27,Potheri,Farmer G
2023-02-25,Spinach,5.94,Thiruvanmiyur,Farmer E
2023-02-25,Cauliflower,24.46,Anna Nagar,Farmer H
2023-02-25,Broccoli,33.84,T. Nagar,Farmer C
2023-02-25,Eggplant,31.52,Thiruvanmiyur,Farmer G
2023-02-25,Capsicum,37.64,Anna Nagar,Farmer G
2023-02-26,Tomato,16.69,Guindy,Farmer D
2023-02-26,Potato,10.31,Velachery,Farmer B
2023-02-26,Onion,30.76,Thiruvanmiyur,Farmer G
2023-02-26,Carrot,26.88,Anna Nagar,Farmer I
2023-02-26,Cabbage,18.12,Thiruvanmiyur,Farmer C
2023-02-26,Spinach,14.2,Adyar,Farmer A
2023-02-26,Cauliflower,19.31,T. Nagar,Farmer D
2023-02-26,Broccoli,32.24,Adyar,Farmer J
2023-02-26,Eggplant,32.33,Kodambakkam,Farmer C
2023-02-26,Capsicum,43.77,Guindy,Farmer I
2023-02-27,Tomato,21.76,Thiruvanmiyur,Farmer J
2023-02-27,Potato,16.73,T. Nagar,Farmer C
2023-02-27,Onion,31.51,Anna Nagar,Farmer C
2023-02-27,Carrot,22.36,Tambaram,Farmer B
2023-02-27,Cabbage,20.65,Potheri,Farmer I
2023-02-27,Spinach,14.03,Velachery,Farmer H
2023-02-27,Cauliflower,25.6,Chromepet,Farmer F
2023-02-27,Broccoli,31.07,Potheri,Farmer C
2023-02-27,Eggplant,23.61,Adyar,Farmer A
2023-02-27,Capsicum,37.72,T. Nagar,Farmer G
2023-02-28,Tomato,18.83,Anna Nagar,Farmer F
2023-02-28,Potato,15.2,Adyar,Farmer B
2023-02-28,Onion,31.95,Thiruvanmiyur,Farmer E
2023-02-28,Carrot,29.06,Anna Nagar,Farmer D
2023-02-28,Cabbage,17.67,Tambaram,Farmer I
2023-02-28,Spinach,5.56,T. Nagar,Farmer B
2023-02-28,Cauliflower,20.07,Anna Nagar,Farmer C
2023-02-28,Broccoli,38.73,Thiruvanmiyur,Farmer B
2023-02-28,Eggplant,30.39,Anna Nagar,Farmer G
2023-02-28,Capsicum,40.94,Chromepet,Farmer F
2023-03-01,Tomato,20.95,T. Nagar,Farmer E
2023-03-01,Potato,10.2,Velachery,Farmer A
2023-03-01,Onion,28.63,Potheri,Farmer D
2023-03-01,Carrot,28.55,T. Nagar,Farmer J
2023-03-01,Cabbage,17.98,Potheri,Farmer C
2023-03-01,Spinach,7.35,T. Nagar,Farmer F
2023-03-01,Cauliflower,21.27,Kodambakkam,Farmer A
2023-03-01,Broccoli,35.79,Anna Nagar,Farmer F
2023-03-01,Eggplant,23.74,Velachery,Farmer B
2023-03-01,Capsicum,41.86,Guindy,Farmer B
2023-03-02,Tomato,20.75,Anna Nagar,Farmer G
2023-03-02,Potato,13.81,Potheri,Farmer J
2023-03-02,Onion,28.2,Potheri,Farmer C
2023-03-02,Carrot,24.71,Kodambakkam,Farmer I
2023-03-02,Cabbage,19.57,Tambaram,Farmer B
2023-03-02,Spinach,12.67,Anna Nagar,Farmer E
2023-03-02,Cauliflower,17.84,Velachery,Farmer J
2023-03-02,Broccoli,34.27,Guindy,Farmer C
2023-03-02,Eggplant,32.97,Velachery,Farmer C
2023-03-02,Capsicum,41.29,Anna Nagar,Farmer B
2023-03-03,Tomato,19.89,T. Nagar,Farmer C
2023-03-03,Potato,10.2,Thiruvanmiyur,Farmer F
2023-03-03,Onion,31.15,Chromepet,Farmer J
2023-03-03,Carrot,29.25,Velachery,Farmer G
2023-03-03,Cabbage,15.24,Kodambakkam,Farmer J
2023-03-03,Spinach,8.26,Chromepet,Farmer B
2023-03-03,Cauliflower,26.54,Thiruvanmiyur,Farmer E
2023-03-03,Broccoli,38.05,Thiruvanmiyur,Farmer I
2023-03-03,Eggplant,27.12,Tambaram,Farmer G
2023-03-03,Capsicum,41.77,Velachery,Farmer G
2023-03-04,Tomato,19.32,Guindy,Farmer J
2023-03-04,Potato,10.23,Anna Nagar,Farmer B
2023-03-04,Onion,29.19,T. Nagar,Farmer E
2023-03-04,Carrot,27.89,Tambaram,Farmer B
2023-03-04,Cabbage,15.01,Velachery,Farmer E
2023-03-04,Spinach,9.39,Velachery,Farmer B
2023-03-04,Cauliflower,24.73,Thiruvanmiyur,Farmer E
2023-03-04,Broccoli,34.06,Tambaram,Farmer C
2023-03-04,Eggplant,24.01,Thiruvanmiyur,Farmer I
2023-03-04,Capsicum,40.8,Kodambakkam,Farmer J
2023-03-05,Tomato,15.31,Adyar,Farmer B
2023-03-05,Potato,15.52,Adyar,Farmer A
2023-03-05,Onion,32.08,Kodambakkam,Farmer C
2023-03-05,Carrot,29.06,Potheri,Farmer E
2023-03-05,Cabbage,17.56,Velachery,Farmer D
2023-03-05,Spinach,10.92,Kodambakkam,Farmer E
2023-03-05,Cauliflower,19.07,Adyar,Farmer C
2023-03-05,Broccoli,36.13,T. Nagar,Farmer E
2023-03-05,Eggplant,29.06,T. Nagar,Farmer B
2023-03-05,Capsicum,40.45,T. Nagar,Farmer A
2023-03-06,Tomato,24.51,Adyar,Farmer B
2023-03-06,Potato,16.1,Guindy,Farmer C
2023-03-06,Onion,33.87,Thiruvanmiyur,Farmer B
2023-03-06,Carrot,28.37,Thiruvanmiyur,Farmer E
2023-03-06,Cabbage,17.69,T. Nagar,Farmer B
2023-03-06,Spinach,5.12,Thiruvanmiyur,Farmer A
2023-03-06,Cauliflower,23.86,Adyar,Farmer H
2023-03-06,Broccoli,34.92,Guindy,Farmer D
2023-03-06,Eggplant,23.45,Anna Nagar,Farmer C
2023-03-06,Capsicum,43.32,Velachery,Farmer I
2023-03-07,Tomato,24.08,Adyar,Farmer I
2023-03-07,Potato,18.19,Guindy,Farmer F
2023-03-07,Onion,26.38,Velachery,Farmer B
2023-03-07,Carrot,28.68,Adyar,Farmer B
2023-03-07,Cabbage,21.41,Potheri,Farmer E
2023-03-07,Spinach,14.97,Thiruvanmiyur,Farmer H
2023-03-07,Cauliflower,25.01,Thiruvanmiyur,Farmer J
2023-03-07,Broccoli,37.93,Potheri,Farmer F
2023-03-07,Eggplant,27.86,Anna Nagar,Farmer A
2023-03-07,Capsicum,43.29,Chromepet,Farmer J
2023-03-08,Tomato,22.53,Anna Nagar,Farmer H
2023-03-08,Potato,16.34,Thiruvanmiyur,Farmer I
2023-03-08,Onion,29.07,Chromepet,Farmer G
2023-03-08,Carrot,22.31,T. Nagar,Farmer A
2023-03-08,Cabbage,19.27,Kodambakkam,Farmer I
2023-03-08,Spinach,12.77,Tambaram,Farmer J
2023-03-08,Cauliflower,22.06,Thiruvanmiyur,Farmer F
2023-03-08,Broccoli,31.21,Anna Nagar,Farmer B
2023-03-08,Eggplant,32.66,Tambaram,Farmer D
2023-03-08,Capsicum,38.02,Chromepet,Farmer E
2023-03-09,Tomato,18.53,Potheri,Farmer A
2023-03-09,Potato,18.84,Velachery,Farmer D
2023-03-09,Onion,27.04,Tambaram,Farmer F
2023-03-09,Carrot,25.39,Tambaram,Farmer J
2023-03-09,Cabbage,17.05,Kodambakkam,Farmer C
2023-03-09,Spinach,14.24,Anna Nagar,Farmer F
2023-03-09,Cauliflower,20.89,Guindy,Farmer H
2023-03-09,Broccoli,33.25,Velachery,Farmer H
2023-03-09,Eggplant,26.64,Potheri,Farmer J
2023-03-09,Capsicum,36.26,Guindy,Farmer D
2023-03-10,Tomato,24.56,Adyar,Farmer G
2023-03-10,Potato,12.16,Adyar,Farmer C
2023-03-10,Onion,32.36,Guindy,Farmer F
2023-03-10,Carrot,27.98,Guindy,Farmer H
2023-03-10,Cabbage,14.38,Potheri,Farmer B
2023-03-10,Spinach,10.16,T. Nagar,Farmer I
2023-03-10,Cauliflower,24.42,Velachery,Farmer I
2023-03-10,Broccoli,38.22,Guindy,Farmer B
2023-03-10,Eggplant,25.58,Chromepet,Farmer A
2023-03-10,Capsicum,40.93,Velachery,Farmer A
2023-03-11,Tomato,24.55,Thiruvanmiyur,Farmer G
2023-03-11,Potato,11.95,Adyar,Farmer C
2023-03-11,Onion,25.01,Kodambakkam,Farmer J
2023-03-11,Carrot,29.42,Guindy,Farmer B
2023-03-11,Cabbage,20.32,Guindy,Farmer B
2023-03-11,Spinach,12.44,Adyar,Farmer H
2023-03-11,Cauliflower,17.3,Kodambakkam,Farmer B
2023-03-11,Broccoli,36.37,Tambaram,Farmer I
2023-03-11,Eggplant,30.48,Velachery,Farmer I
2023-03-11,Capsicum,42.69,Anna Nagar,Farmer A
2023-03-12,Tomato,23.33,Chromepet,Farmer F
2023-03-12,Potato,15.34,Velachery,Farmer D
2023-03-12,Onion,29.26,T. Nagar,Farmer J
2023-03-12,Carrot,20.32,T. Nagar,Farmer B
2023-03-12,Cabbage,20.1,Tambaram,Farmer J
2023-03-12,Spinach,13.96,Guindy,Farmer C
2023-03-12,Cauliflower,19.77,Velachery,Farmer A
2023-03-12,Broccoli,36.55,Anna Nagar,Farmer H
2023-03-12,Eggplant,24.29,Thiruvanmiyur,Farmer E
2023-03-12,Capsicum,36.14,Anna Nagar,Farmer C
2023-03-13,Tomato,15.17,Tambaram,Farmer H
2023-03-13,Potato,15.8,Guindy,Farmer D
2023-03-13,Onion,29.46,Thiruvanmiyur,Farmer E
2023-03-13,Carrot,25.75,Velachery,Farmer D
2023-03-13,Cabbage,22.01,Anna Nagar,Farmer C
2023-03-13,Spinach,8.62,Adyar,Farmer G
2023-03-13,Cauliflower,20.64,Adyar,Farmer J
2023-03-13,Broccoli,36.94,Potheri,Farmer D
2023-03-13,Eggplant,29.28,Kodambakkam,Farmer D
2023-03-13,Capsicum,44.8,Velachery,Farmer I
2023-03-14,Tomato,16.91,Guindy,Farmer H
2023-03-14,Potato,16.6,Anna Nagar,Farmer C
2023-03-14,Onion,34.51,Tambaram,Farmer D
2023-03-14,Carrot,22.57,T. Nagar,Farmer I
2023-03-14,Cabbage,18.68,Thiruvanmiyur,Farmer H
2023-03-14,Spinach,10.74,Guindy,Farmer E
2023-03-14,Cauliflower,22.92,Adyar,Farmer I
2023-03-14,Broccoli,30.15,Velachery,Farmer C
2023-03-14,Eggplant,27.59,Kodambakkam,Farmer E
2023-03-14,Capsicum,38.25,Tambaram,Farmer G
2023-03-15,Tomato,22.68,Guindy,Farmer H
2023-03-15,Potato,17.25,Thiruvanmiyur,Farmer J
2023-03-15,Onion,31.95,Kodambakkam,Farmer G
2023-03-15,Carrot,20.39,Adyar,Farmer F
2023-03-15,Cabbage,17.9,Chromepet,Farmer H
2023-03-15,Spinach,5.33,Chromepet,Farmer I
2023-03-15,Cauliflower,23.49,Velachery,Farmer D
2023-03-15,Broccoli,32.6,Kodambakkam,Farmer B
2023-03-15,Eggplant,25.5,T. Nagar,Farmer D
2023-03-15,Capsicum,42.36,T. Nagar,Farmer E
2023-03-16,Tomato,20.88,Thiruvanmiyur,Farmer E
2023-03-16,Potato,11.24,Chromepet,Farmer G
2023-03-16,Onion,32.14,Tambaram,Farmer B
2023-03-16,Carrot,27.17,Potheri,Farmer H
2023-03-16,Cabbage,19.11,Adyar,Farmer D
2023-03-16,Spinach,11.71,Anna Nagar,Farmer E
2023-03-16,Cauliflower,24.42,Potheri,Farmer J
2023-03-16,Broccoli,37.13,Tambaram,Farmer H
2023-03-16,Eggplant,31.45,Chromepet,Farmer B
2023-03-16,Capsicum,41.03,Velachery,Farmer J
2023-03-17,Tomato,18.09,Velachery,Farmer I
2023-03-17,Potato,19.8,Kodambakkam,Farmer H
2023-03-17,Onion,26.06,Guindy,Farmer B
2023-03-17,Carrot,24.87,Guindy,Farmer I
2023-03-17,Cabbage,22.17,Thiruvanmiyur,Farmer I
2023-03-17,Spinach,13.84,Kodambakkam,Farmer E
2023-03-17,Cauliflower,17.69,Thiruvanmiyur,Farmer J
2023-03-17,Broccoli,37.29,Velachery,Farmer I
2023-03-17,Eggplant,25.82,Velachery,Farmer I
2023-03-17,Capsicum,37.04,Anna Nagar,Farmer J
2023-03-18,Tomato,21.93,Potheri,Farmer C
2023-03-18,Potato,19.39,Guindy,Farmer A
2023-03-18,Onion,27.64,Kodambakkam,Farmer D
2023-03-18,Carrot,26.24,Anna Nagar,Farmer I
2023-03-18,Cabbage,21.76,Chromepet,Farmer C
2023-03-18,Spinach,11.75,Chromepet,Farmer F
2023-03-18,Cauliflower,22.1,Potheri,Farmer G
2023-03-18,Broccoli,36.47,Anna Nagar,Farmer C
2023-03-18,Eggplant,30.03,Anna Nagar,Farmer J
2023-03-18,Capsicum,41.68,Kodambakkam,Farmer D
2023-03-19,Tomato,16.64,Guindy,Farmer A
2023-03-19,Potato,10.87,Adyar,Farmer H
2023-03-19,Onion,33.03,Guindy,Farmer B
2023-03-19,Carrot,22.46,Potheri,Farmer J
2023-03-19,Cabbage,22.57,Anna Nagar,Farmer J
2023-03-19,Spinach,9.0,Kodambakkam,Farmer D
2023-03-19,Cauliflower,22.89,Adyar,Farmer H
2023-03-19,Broccoli,32.89,Tambaram,Farmer C
2023-03-19,Eggplant,28.03,Thiruvanmiyur,Farmer D
2023-03-19,Capsicum,40.82,Chromepet,Farmer A
2023-03-20,Tomato,17.26,Kodambakkam,Farmer G
2023-03-20,Potato,12.11,Potheri,Farmer A
2023-03-20,Onion,26.07,Kodambakkam,Farmer A
2023-03-20,Carrot,22.26,Thiruvanmiyur,Farmer C
2023-03-20,Cabbage,21.51,T. Nagar,Farmer E
2023-03-20,Spinach,10.54,T. Nagar,Farmer I
2023-03-20,Cauliflower,26.24,Velachery,Farmer H
2023-03-20,Broccoli,33.65,T. Nagar,Farmer H
2023-03-20,Eggplant,26.03,Kodambakkam,Farmer H
2023-03-20,Capsicum,35.43,Tambaram,Farmer J
2023-03-21,Tomato,22.64,Thiruvanmiyur,Farmer A
2023-03-21,Potato,12.27,Anna Nagar,Farmer E
2023-03-21,Onion,34.19,Anna Nagar,Farmer E
2023-03-21,Carrot,24.33,Adyar,Farmer J
2023-03-21,Cabbage,17.38,Thiruvanmiyur,Farmer E
2023-03-21,Spinach,9.22,T. Nagar,Farmer F
2023-03-21,Cauliflower,21.2,Chromepet,Farmer D
2023-03-21,Broccoli,30.01,Guindy,Farmer J
2023-03-21,Eggplant,24.68,Tambaram,Farmer F
2023-03-21,Capsicum,38.67,Velachery,Farmer E
2023-03-22,Tomato,20.58,Adyar,Farmer G
2023-03-22,Potato,18.33,Thiruvanmiyur,Farmer J
2023-03-22,Onion,25.46,Velachery,Farmer J
2023-03-22,Carrot,29.63,T. Nagar,Farmer D
2023-03-22,Cabbage,13.22,Potheri,Farmer A
2023-03-22,Spinach,13.15,Kodambakkam,Farmer I
2023-03-22,Cauliflower,18.81,Kodambakkam,Farmer A
2023-03-22,Broccoli,36.66,Anna Nagar,Farmer B
2023-03-22,Eggplant,28.59,Tambaram,Farmer F
2023-03-22,Capsicum,37.07,Potheri,Farmer B
2023-03-23,Tomato,18.26,Potheri,Farmer E
2023-03-23,Potato,13.9,Anna Nagar,Farmer G
2023-03-23,Onion,28.38,Chromepet,Farmer C
2023-03-23,Carrot,29.2,Thiruvanmiyur,Farmer B
2023-03-23,Cabbage,14.74,T. Nagar,Farmer J
2023-03-23,Spinach,6.09,Potheri,Farmer E
2023-03-23,Cauliflower,21.4,Chromepet,Farmer F
2023-03-23,Broccoli,31.23,Potheri,Farmer G
2023-03-23,Eggplant,31.05,Anna Nagar,Farmer J
2023-03-23,Capsicum,37.91,Chromepet,Farmer G
2023-03-24,Tomato,24.4,Potheri,Farmer J
2023-03-24,Potato,10.55,Guindy,Farmer I
2023-03-24,Onion,29.87,Tambaram,Farmer I
2023-03-24,Carrot,27.32,Kodambakkam,Farmer D
2023-03-24,Cabbage,13.22,Potheri,Farmer I
2023-03-24,Spinach,7.28,Anna Nagar,Farmer F
2023-03-24,Cauliflower,24.29,Thiruvanmiyur,Farmer C
2023-03-24,Broccoli,30.18,Adyar,Farmer F
2023-03-24,Eggplant,27.59,Anna Nagar,Farmer I
2023-03-24,Capsicum,44.28,T. Nagar,Farmer D
2023-03-25,Tomato,19.35,Adyar,Farmer F
2023-03-25,Potato,14.88,Kodambakkam,Farmer D
2023-03-25,Onion,30.54,Anna Nagar,Farmer J
2023-03-25,Carrot,29.49,Guindy,Farmer C
2023-03-25,Cabbage,18.78,Tambaram,Farmer G
2023-03-25,Spinach,13.97,Guindy,Farmer D
2023-03-25,Cauliflower,26.89,Chromepet,Farmer I
2023-03-25,Broccoli,39.98,Velachery,Farmer C
2023-03-25,Eggplant,27.39,Adyar,Farmer J
2023-03-25,Capsicum,43.47,Tambaram,Farmer C
2023-03-26,Tomato,18.33,Tambaram,Farmer B
2023-03-26,Potato,11.55,Velachery,Farmer F
2023-03-26,Onion,29.11,Anna Nagar,Farmer B
2023-03-26,Carrot,22.21,Adyar,Farmer D
2023-03-26,Cabbage,16.73,Anna Nagar,Farmer A
2023-03-26,Spinach,9.16,Kodambakkam,Farmer D
2023-03-26,Cauliflower,24.24,Anna Nagar,Farmer E
2023-03-26,Broccoli,35.28,Velachery,Farmer H
2023-03-26,Eggplant,24.08,Velachery,Farmer D
2023-03-26,Capsicum,38.14,Thiruvanmiyur,Farmer I
2023-03-27,Tomato,16.78,Anna Nagar,Farmer E
2023-03-27,Potato,14.76,Guindy,Farmer I
2023-03-27,Onion,28.51,Tambaram,Farmer F
2023-03-27,Carrot,28.17,Anna Nagar,Farmer D
2023-03-27,Cabbage,16.66,Thiruvanmiyur,Farmer E
2023-03-27,Spinach,10.65,Guindy,Farmer C
2023-03-27,Cauliflower,24.82,Adyar,Farmer C
2023-03-27,Broccoli,31.51,Kodambakkam,Farmer C
2023-03-27,Eggplant,28.56,Kodambakkam,Farmer J
2023-03-27,Capsicum,42.61,Tambaram,Farmer F
2023-03-28,Tomato,23.43,Thiruvanmiyur,Farmer E
2023-03-28,Potato,14.25,Velachery,Farmer E
2023-03-28,Onion,28.2,Anna Nagar,Farmer I
2023-03-28,Carrot,26.28,Velachery,Farmer B
2023-03-28,Cabbage,20.48,Potheri,Farmer G
2023-03-28,Spinach,10.93,Tambaram,Farmer J
2023-03-28,Cauliflower,19.38,Kodambakkam,Farmer D
2023-03-28,Broccoli,36.3,Guindy,Farmer J
2023-03-28,Eggplant,29.37,T. Nagar,Farmer G
2023-03-28,Capsicum,38.16,Tambaram,Farmer A
2023-03-29,Tomato,17.63,Chromepet,Farmer C
2023-03-29,Potato,12.28,Kodambakkam,Farmer G
2023-03-29,Onion,29.53,Guindy,Farmer J
2023-03-29,Carrot,29.61,Guindy,Farmer J
2023-03-29,Cabbage,16.15,Guindy,Farmer F
2023-03-29,Spinach,9.91,Chromepet,Farmer B
2023-03-29,Cauliflower,21.06,Kodambakkam,Farmer J
2023-03-29,Broccoli,39.38,Chromepet,Farmer B
2023-03-29,Eggplant,30.74,Kodambakkam,Farmer F
2023-03-29,Capsicum,38.99,Potheri,Farmer J
2023-03-30,Tomato,24.38,T. Nagar,Farmer E
2023-03-30,Potato,17.74,Kodambakkam,Farmer B
2023-03-30,Onion,32.28,Adyar,Farmer H
2023-03-30,Carrot,28.73,Anna Nagar,Farmer A
2023-03-30,Cabbage,14.55,Tambaram,Farmer B
2023-03-30,Spinach,7.4,Adyar,Farmer J
2023-03-30,Cauliflower,21.23,Chromepet,Farmer D
2023-03-30,Broccoli,37.79,Chromepet,Farmer F
2023-03-30,Eggplant,28.33,Chromepet,Farmer A
2023-03-30,Capsicum,43.95,Thiruvanmiyur,Farmer G
2023-03-31,Tomato,22.26,Chromepet,Farmer I
2023-03-31,Potato,10.43,Tambaram,Farmer A
2023-03-31,Onion,32.74,Chromepet,Farmer H
2023-03-31,Carrot,22.67,Guindy,Farmer I
2023-03-31,Cabbage,14.06,Tambaram,Farmer I
2023-03-31,Spinach,14.72,Thiruvanmiyur,Farmer C
2023-03-31,Cauliflower,26.46,Guindy,Farmer G
2023-03-31,Broccoli,38.71,Tambaram,Farmer F
2023-03-31,Eggplant,23.8,Potheri,Farmer B
2023-03-31,Capsicum,36.32,Potheri,Farmer G
2023-04-01,Tomato,16.25,Chromepet,Farmer A
2023-04-01,Potato,14.8,Kodambakkam,Farmer D
2023-04-01,Onion,30.55,Potheri,Farmer F
2023-04-01,Carrot,21.44,Chromepet,Farmer F
2023-04-01,Cabbage,17.76,Velachery,Farmer F
2023-04-01,Spinach,5.05,Thiruvanmiyur,Farmer D
2023-04-01,Cauliflower,21.95,Guindy,Farmer H
2023-04-01,Broccoli,38.49,Chromepet,Farmer H
2023-04-01,Eggplant,32.17,Kodambakkam,Farmer G
2023-04-01,Capsicum,42.82,Tambaram,Farmer F
2023-04-02,Tomato,15.38,Kodambakkam,Farmer H
2023-04-02,Potato,14.41,Kodambakkam,Farmer F
2023-04-02,Onion,34.58,Guindy,Farmer I
2023-04-02,Carrot,23.89,Velachery,Farmer A
2023-04-02,Cabbage,13.62,Chromepet,Farmer F
2023-04-02,Spinach,6.82,Anna Nagar,Farmer J
2023-04-02,Cauliflower,18.74,Thiruvanmiyur,Farmer B
2023-04-02,Broccoli,37.0,Chromepet,Farmer H
2023-04-02,Eggplant,28.1,Thiruvanmiyur,Farmer H
2023-04-02,Capsicum,35.2,Potheri,Farmer F
2023-04-03,Tomato,22.27,Kodambakkam,Farmer H
2023-04-03,Potato,12.4,Adyar,Farmer I
2023-04-03,Onion,26.2,Kodambakkam,Farmer F
2023-04-03,Carrot,21.85,Chromepet,Farmer F
2023-04-03,Cabbage,16.53,T. Nagar,Farmer C
2023-04-03,Spinach,12.75,Guindy,Farmer I
2023-04-03,Cauliflower,26.87,Adyar,Farmer F
2023-04-03,Broccoli,32.78,Adyar,Farmer B
2023-04-03,Eggplant,30.58,Kodambakkam,Farmer G
2023-04-03,Capsicum,39.75,Tambaram,Farmer F
2023-04-04,Tomato,24.99,Adyar,Farmer I
2023-04-04,Potato,12.24,Chromepet,Farmer I
2023-04-04,Onion,32.44,Anna Nagar,Farmer H
2023-04-04,Carrot,25.41,Tambaram,Farmer C
2023-04-04,Cabbage,22.84,Tambaram,Farmer B
2023-04-04,Spinach,14.05,Guindy,Farmer F
2023-04-04,Cauliflower,26.21,Adyar,Farmer A
2023-04-04,Broccoli,33.33,Tambaram,Farmer D
2023-04-04,Eggplant,31.37,Chromepet,Farmer A
2023-04-04,Capsicum,40.71,Chromepet,Farmer B
2023-04-05,Tomato,15.73,T. Nagar,Farmer D
2023-04-05,Potato,11.65,Guindy,Farmer C
2023-04-05,Onion,29.72,T. Nagar,Farmer D
2023-04-05,Carrot,25.17,Thiruvanmiyur,Farmer G
2023-04-05,Cabbage,17.99,T. Nagar,Farmer E
2023-04-05,Spinach,6.1,Tambaram,Farmer G
2023-04-05,Cauliflower,17.02,Kodambakkam,Farmer I
2023-04-05,Broccoli,36.2,Chromepet,Farmer G
2023-04-05,Eggplant,26.88,T. Nagar,Farmer J
2023-04-05,Capsicum,43.69,Velachery,Farmer C
2023-04-06,Tomato,22.9,Velachery,Farmer D
2023-04-06,Potato,17.4,Chromepet,Farmer E
2023-04-06,Onion,25.43,Tambaram,Farmer I
2023-04-06,Carrot,22.72,Chromepet,Farmer C
2023-04-06,Cabbage,17.91,Anna Nagar,Farmer G
2023-04-06,Spinach,12.45,Velachery,Farmer F
2023-04-06,Cauliflower,25.53,Tambaram,Farmer D
2023-04-06,Broccoli,31.0,T. Nagar,Farmer G
2023-04-06,Eggplant,25.17,Thiruvanmiyur,Farmer G
2023-04-06,Capsicum,42.22,Potheri,Farmer B
2023-04-07,Tomato,22.66,Velachery,Farmer A
2023-04-07,Potato,18.56,Thiruvanmiyur,Farmer C
2023-04-07,Onion,27.22,Kodambakkam,Farmer J
